BemisCode,SchoolName,District,Tehsil,SubTehsil,UC,WardName,WardNo,VillageName,NA,PA,ClusterBemiscode,ClusterName,ClusterDDOCode,SchoolContactNo,ClusterFeedingSchoolsPrimary,ClusterFeedingSchoolsMiddle,Location,Zone,Shift,Gender,SchoolLevel,FunctionalStatus,ReasonOfNonFunctional,DisableStudentsInSchool,IfYesThenMentionFacilities,RampforStudentsOrTeachers,Building,SchoolOwnedBy,BuildingStructure,BuildingCondition,SpaceForNewRooms,NoOfRoomsWithWindowsAndVantilation,ProperSeverageSystem,WaterFacilityInToilets,BoundaryWall,BoundaryWallStructure,BoundaryWallCondition,PlayGround,ElectricityInArea,ElectricityInSchool,IfYesThenNametheSourceElectricity,IfNoThenGiveTheDistanceOfNearestPoll,GasInArea,GasInSchool,IfYesThenNametheSourceGas,GovtDrinkingWaterScheme,DrinkingWaterAtSchool,SourceOfWater,WaterTank,IfNoThenGiveTheDistanceOfNearestWaterSource,TelephoneAvailabe,FunctionStatusTelephone,ClosedReasonTelephone,InternetAvailabe,FunctionStatusInternet,ClosedReasonInternet,ScienceLab,FunctionStatusScienceLab,ClosedReasonScienceLab,ComputerLab,LibraryAvailable,CleaningResponsibility,WashbasinAvailable,WaterforWashBasin,SoapForWashBasin,CleaningCycleOfWashBasin,TeacherUsesTeachingMeterialOnHealth,MajorDiseaseCauseForAbsentism,FirstaidKit,TrainingOnFirstAidKit,InspectionOfCleaning,SeprateRoomForECE,FullTimeTeacherForECE,TrendExtraCracularActivity,Activity1,AudioAndVideoEquipment,TeacherUsesAudioAndVideoEquipment,TrainingOnMHMKits,MHMKitsAtSchool,PTSMC,PTSMCParticipatedInAnyActivityCurrentYear,NumberOfMeetingsConducted,MeetingRecordesAvailable,ChildOfPTSMCMembersAreEnrolled,AnySDPFormPTSMCLast3Years,ExaminationHall,NumberOfVisitByEducationalManager,Kacha Room,Pakka Room,Kacha HMR,Pakka HMR,Kacha Clerk Office,Pakka Clerk Office,Kacha Hall,Pakka Hall,Kacha Staff Room,Pakka Staff Room,Kacha Guard Room,Pakka Guard Room,Kacha Toilet,Pakka Toilet,KachaSportsRoom,PakkaSportsRoom,KachaResourceCenter,PakkaResourceCenter,KBSch,KBSt,KGSch,KGSt,PBSch,PBSt,PGSch,PGSt,2BSch,2BSt,2GSch,2GSt,3BSch,3BSt,3GSch,3GSt,4BSch,4BSt,4GSch,4GSt,5BSch,5BSt,5GSch,5GSt,6BSch,6BSt,6GSch,6GSt,7BSch,7BSt,7GSch,7GSt,8BSch,8BSt,8GSch,8GSt,9BSch,9BSt,9GSch,9GSt,10BSch,10BSt,10GSch,10GSt,11BSch,11BSt,11GSch,11GSt,12BSch,12BSt,12GSch,12GSt,TotalSchoolProfileStudents,TotalStudentProfileEntered,SencTeaching,AppTeaching,Teaching Male,Teaching Female,TotalTeachingStaff,SencNonTeaching,AppNonTeaching,Nonteaching Male,Nonteaching Female,TotalNonTeachingStaff,Source,X Cod,Y Cod,_xCord,_yCord
3132,GBPS NOOR ABAD SURKH,SURAB,SURAB,SURAB,M.C SOHRAB,SURKH,0,NOOR ABAD SORAB,267,36,08472,GBHS MAL SHAHORAI,,03338320187,,,Urban,Winter,,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,7,No,No,Yes,Pakka,Need Repair,Yes,Yes,No,,50|m,Yes,No,,Yes,No,Nalka,Yes,01|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,Yes,No,Yes,Sports,No,No,,,Yes,No,,No,Yes,No,,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,20,0,0,16,16,0,0,8,7,0,1,20,20,0,0,14,14,0,0,11,11,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,89,89,3,3,3,0,3,,,0,0,0,EMIS,28.48192,66.24525,28.4817584525806,66.2451557592271
3204,GBPS KILLI MENGAL SHORAHI,SURAB,SURAB,GIDDER,TOBA,0,0,KILLI MENGAL SHORAHI,267,36,03112,GBHS MIRWANI,,000000,,,Rural,Winter,,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,Yes,No,No,,,No,Yes,No,,500|km,No,No,,No,Yes,Nothing,Yes,500|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,Yes,No,No,No,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,3,3,2,2,3,3,4,4,0,0,3,3,0,0,5,5,0,0,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,26,26,2,1,1,0,1,,,0,0,0,EMIS,28.38704,66.1253,28.3865413691047,66.1249135032898
3256,GGMIDS RIND SANA ABAD,KALAT,KALAT,KALAT,M.C KALAT,KILLI PANDRANI,0,KILLI PANDRANI,267,37,03329,GGHS CHASHMA KALAT,,03312227971,,,Urban,Winter,,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Dangerous Condition,Yes,2,No,Yes,Yes,Pakka,In-Complete,Yes,Yes,No,,1|km,No,No,,No,Yes,Nothing,Yes,1|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,No,,No,Yes,No,No,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,41,30,0,1,35,42,0,10,43,26,0,0,26,26,0,0,18,18,0,0,25,26,0,1,11,11,0,0,10,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,209,201,8,8,0,8,8,,,0,0,0,RTSM,29.0310956345258,66.6010466881538,29.0313609102273,66.601132822823
3360,GGHS KILLI NASRAN,QUETTA,ZARGHOON,ZARGHOON,"U/C 49, KOTWAL",KOTWAL,50,KILLI NASIRAN,260,50,,,,03342437855,,,Urban,Winter,Single Shift,Girls,High,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,No,10,Yes,Yes,Yes,Pakka,Complete,No,Yes,Yes,QESCO,0|km,Yes,No,SSGC,Yes,Yes,Nothing,Yes,|km,No,,,No,,,No,,,No,No,Teachers,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",Yes,Yes,Yes,No,No,Yes,,No,No,,,Yes,Yes,,Yes,Yes,No,No,2,0,9,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,94,94,0,0,102,95,0,0,59,50,0,0,73,78,0,0,74,85,0,0,52,52,0,0,43,41,0,0,29,28,0,0,22,22,0,0,15,15,0,0,14,14,,0,,0,,0,,0,577,574,23,24,0,21,21,1,1,2,0,2,EMIS,30.23537,67.01681,30.23538049,67.01677017
3405,GGMIDS RINDOZAI AGHBARGH,QUETTA,CHILTAN,NILL,AGHBARG,0,0,RINDOZAI AGHBARGH,263,24,11226,GGHS KILLI KHANEZAI AGHBERG qUETTA,,03327860439,,,Rural,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,2,No,No,Yes,Mix,Need Repair,Yes,Yes,No,,1|km,No,No,,No,No,Tubewell,Yes,1|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,,No,No,No,No,Yes,No,,No,Yes,No,No,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,27,21,0,0,7,12,0,0,11,12,0,0,10,9,0,0,2,4,0,0,6,6,0,0,13,13,,0,,0,,0,,0,,0,,0,,0,,0,97,97,3,3,0,5,5,,,1,1,2,EMIS,30.26663,66.83262,30.2663733333333,66.8323716666666
3421,GGMIDS KILLI KOTWAL,QUETTA,ZARGHOON,Zarghoon,"U/C 49, KOTWAL",49 Kotwal,49,KILLI KOTWAL,264,25,03431,GGHS NAWA KILLI,,03228162480,,,Rural,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Satisfactory ,No,9,Yes,Yes,Yes,Pakka,Need Repair,No,Yes,Yes,QESCO,0|km,Yes,Yes,SSGC,No,Yes,Nothing,Yes,|km,No,,,No,,,No,,,No,No,Sweeper,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",Yes,No,No,No,No,Yes,Sports,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,0,0,9,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,177,148,0,0,145,118,0,0,104,66,0,0,66,10,0,0,98,108,0,0,81,70,0,0,71,69,0,0,38,34,0,0,28,18,,0,,0,,0,,0,,0,,0,,0,,0,808,641,26,26,0,26,26,1,1,1,0,1,EMIS,30.23764,67.00981,30.23752225,67.00979557
3445,GGMIDS KILLI CHOOHI,QUETTA,CHILTAN,Sadar,BALELEE,KILLI CHOOHEE,5,KILLI CHOOHEE,264,24,14610,GGHS ZARAI COLONY BALALEE,,03333786834,,,Rural,Winter,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,5,No,No,Yes,Pakka,Complete,No,Yes,No,,4|m,Yes,No,,Yes,Yes,Nothing,No,6|m,No,,,No,,,No,,,No,No,Teachers,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,No,,No,No,,,Yes,No,Yes,No,No,No,No,0,0,5,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,19,11,32,27,21,30,39,47,5,5,17,21,0,0,9,9,0,0,8,7,0,0,4,5,0,0,6,6,0,0,6,7,0,0,5,5,,0,,0,,0,,0,,0,,0,,0,,0,171,180,7,6,0,7,7,,,0,0,0,EMIS,30.26855,66.9605,30.2686010586091,66.9602635539274
3625,GBPS BAJIKI,KHUZDAR,KHUZDAR,KHUZDAR,BALINA KHATTAN,KHAIRAWA,31,BAJIKI,269,39,03671,GBHSS KHATAN,,0,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Dangerous Condition,Yes,0,Yes,No,Yes,Kacha,In-Complete,No,Yes,No,,100|m,No,No,,No,No,Well,No,100|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,No,No,Yes,Sports,No,No,,,No,Yes,No,Yes,Yes,No,,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,EMIS,27.76174,66.67714,27.7644783333333,66.67478
3645,GBPS NIAM JO,KHUZDAR,KHUZDAR,KHUZDAR,LIZO,NIAZ JO,04,NIAM JO,269,39,03651,GBMODHS KHUZDAR,,03337972901,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,No,,,No,Yes,No,,500|m,No,No,,No,No,Nothing,No,1|km,,,,,,,,,,,,Teachers,No,No,No,Weekly,No,Malaria,No,No,No,No,No,No,,No,No,,,Yes,Yes,No,Yes,Yes,No,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,27,21,0,2,17,25,0,1,12,13,0,2,5,8,0,1,6,7,0,0,2,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,69,81,3,3,3,0,3,,,0,0,0,EMIS,27.78865,66.62366,27.7889933333333,66.623595
3678,GBPS CHOHARJI ZEEDI,KHUZDAR,KHUZDAR,KHUZDAR,ZEEDI,NORGAM QADEEM,01,BHALARIJO,256,18,03660,GBHS ZEEDI,,03337971553,,,Rural,Winter,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,5,No,No,Yes,Pakka,Need Repair,No,Yes,No,,200|m,No,No,,No,No,Nothing,No,200|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,Yes,No,Yes,,No,No,,,Yes,,,,,,,6,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,,0,,0,,0,,2,,0,,3,,0,,4,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,11,2,1,,,,,,,,,EMIS,27.69098,66.80716,27.6676138938907,66.8051991049368
3680,GBPS FAIZ ABAD ZEEDI,KHUZDAR,KHUZDAR,KHUZDAR,ZEEDI,NOKANDI ZEEDI,03588,JUG FAIZ ABAD,256,18,03660,GBHS ZEEDI,,03342946120,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Dangerous Condition,Yes,6,Yes,Yes,No,,,Yes,Yes,Yes,QESCO,0|km,No,No,,No,Yes,Well,No,|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,Malaria,No,No,Yes,No,No,Yes,Sports,No,No,,,Yes,No,,Yes,Yes,No,,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,5,6,9,0,6,0,9,9,7,5,10,8,11,9,3,0,5,0,7,5,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,95,51,3,2,2,0,2,,,0,0,0,EMIS,27.67439,66.7875,27.6742037211276,66.7875220008756
3706,GBPS MUHALLAH KOSHAK,KHUZDAR,KHUZDAR,KHUZDAR,FEROZABAD,KOSHAK,0,KOSHAK,269,39,03651,GBMODHS KHUZDAR,,03318911517,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,4,Yes,No,Yes,Mix,Need Repair,No,Yes,No,,50|m,No,No,,Yes,Yes,Tubewell,Yes,|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,Yes,Yes,Yes,Yes,,No,No,,,No,,,,,,,3,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,20,0,0,8,2,0,0,10,8,0,0,8,10,0,0,,2,,0,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,41,48,3,3,3,0,3,,,0,0,0,EMIS,27.78732,66.59985,27.78717661,66.5998108
3710,GBPS KILLI MANGEL ABAD,KHUZDAR,KHUZDAR,KHUZDAR,ZERINA KHATTAN,KILLI MENGAL ABAD,2,MENGAL ABAD,269,39,03671,GBHSS KHATAN,,03337997172,,,Urban,Summar,Single Shift,Boys,Primary,Functional,,Yes,MOTOR CYCLE,No,Yes,Educaton Department,Pakka,Need Repair,Yes,2,No,No,Yes,Pakka,Need Repair,No,Yes,No,,0|m,No,No,,No,No,Nalka,Yes,|km,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,No,No,Yes,Yes,No,No,,No,No,,,No,No,Yes,No,Yes,No,,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,50,,0,,45,,0,,39,,0,,36,,0,,40,,0,,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,5,5,5,0,5,,,0,0,0,EMIS,27.81341,66.63194,27.81357604,66.63185969
3882,GBMIDS RAIJ UMRANI,MUSAKHEL,DURUG,Nill,DURUG,Raij imrani,01258,RAIJ UMRANI,258,10,03890,GBHS KAR KANA,,03216790771,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Need Repair,Yes,8,No,No,Yes,Mix,In-Complete,No,No,No,,10|km,No,No,,Yes,No,Nothing,Yes,250|m,No,,,No,,,Yes,Functional,,No,No,Students,Yes,Yes,Yes,Daily,Yes,Malaria,Yes,No,Yes,No,No,Yes,Sports,No,No,,,Yes,No,,Yes,Yes,No,Yes,0,0,5,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,,15,,0,,16,,0,,9,,0,,8,,1,,8,,0,,7,,0,,10,,4,,10,,1,,33,,5,,0,,0,,0,,0,,0,,0,,0,,0,0,127,13,11,12,1,13,2,2,2,0,2,EMIS,30.85547,70.23915,30.8554692221467,70.2388579434517
4011,GBMIDS KILLI SANJAVI,ZIARAT,SINJAVI,Sinjawi,BAGHAW,Killi Sinjawi,1,KILLI SANJAVI,258,6,GBHS SMALLAN SANJAVI,GBHS SMALLAN SANJAVI,,03458826230,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,Yes,None,No,Yes,Educaton Department,Pakka,Need Repair,Yes,8,Yes,No,Yes,Pakka,Need Repair,Yes,Yes,No,,200|m,No,No,,No,Yes,Well,Yes,|km,No,,,No,,,Yes,Functional,,No,No,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",Yes,No,No,No,No,Yes,Sports,No,No,,,Yes,Yes,No,No,Yes,No,Yes,0,0,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,31,5,4,14,14,1,1,10,10,2,2,11,11,2,2,12,12,1,1,9,9,0,0,10,10,0,0,10,10,0,0,1,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,118,118,16,11,11,0,11,4,2,3,0,3,EMIS,30.28466,68.33467,30.2813095155203,68.3355371275586
4084,GBPS WAL NAIK MUHAMMAD,DUKI,DUKI,TALAW,WAHVI,NAIK MUHAMMAD WAL,03,NAIK MUHAMMAD WAL,258,5,04093,GBHS MANZAI,,00,,,Urban,Summar,Single Shift,Boys,Primary,Non-Functional,Teacher not available,No,,No,Yes,Educaton Department,Pakka,Need Repair,No,2,No,No,No,,,No,No,No,,0|km,No,No,,No,No,Well,No,0|km,,,,,,,,,,,,No One,No,No,No,Weekly,No,Others,No,No,No,No,No,No,,No,No,,,No,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,EMIS,30.18905,69.01601,30.1890557587898,69.0159148472831
4115,GBPS SAGHAR HAJI MUHAMMAD KHAN,DUKI,DUKI,LUNI,SHARQI LUNI,NIL,00,SAGHAR HAJI MUHAMMAD,258,5,04412,GBHS KILLI FAQIR MUHAMMAD NASAR,,00,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Dangerous Condition,Yes,2,No,No,No,,,Yes,No,No,,1|km,No,No,,No,No,Nothing,Yes,10|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,Yes,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,1,3,5,6,2,6,9,4,4,3,3,3,4,5,6,1,1,2,1,3,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,49,48,2,2,4,0,4,,,0,0,0,EMIS,30.04005,69.05605,30.0400481010446,69.0561813565269
4279,GBMIDS BAWAR,LORALAI,BORI,bori,POONGA,nill,0,BAWAR,258,4,04339,GBHS CANTT LORALAI,,000000000000,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,4,Yes,Yes,Yes,Pakka,Complete,No,Yes,Yes,QESCO,0|km,No,No,,Yes,Yes,Nalka,Yes,|km,No,,,No,,,No,,,No,No,Students,No,No,No,Weekly,No,Ghazayat Ki Kami,No,No,No,No,No,No,,No,No,,,Yes,,,,,,No,1,2,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,43,41,0,0,42,40,0,0,19,15,0,0,7,12,0,0,6,6,0,0,13,14,0,0,9,9,0,0,14,14,0,0,4,4,0,0,,0,,0,,0,,0,,0,,0,,0,,0,157,155,16,14,13,0,13,1,1,1,0,1,EMIS,30.35455,68.57795,30.3546749999999,68.5780166666666
4446,GBMIDS CHEENAJAT,DUKI,DUKI,Duki,NASIRABAD,nil,0000,CHEENAJAT,258,5,04412,GBHs killing faqeer mohd nasar DUKI,,033356934609,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,No,Yes,Educaton Department,Mix,Satisfactory ,Yes,9,No,No,Yes,Kacha,Need Repair,Yes,No,No,,10|km,No,No,,No,No,Nothing,Yes,02|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,Others,No,Yes,No,No,No,Yes,Sports,No,No,,,Yes,,,,,,No,0,4,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,14,0,0,47,47,1,1,4,5,1,1,11,11,0,0,4,4,0,0,10,10,0,0,2,2,0,0,3,3,0,0,2,2,0,0,,0,,0,,0,,0,,0,,0,,0,,0,99,100,8,6,7,0,7,,,0,0,0,EMIS,30.15055,68.61366,30.1507181397223,68.6139924046954
4521,GBMIDS TORE GHUNDI,SHERANI,SHERANI,sherani,MUGHAL KOT,0,0,TORE GHUNDI,257,1,08198,GBHS CHACHOBI MALIK ANWAR,,03128198526,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,No,,Yes,Yes,Educaton Department,Pakka,Need Repair,Yes,5,Yes,Yes,Yes,Mix,In-Complete,No,No,No,,5|km,No,No,,No,Yes,Nalka,Yes,1|km,No,,,No,,,No,,,No,No,Teachers,No,No,No,Weekly,No,Ghazayat Ki Kami,No,No,No,No,No,Yes,,No,No,,,Yes,Yes,Yes,No,Yes,No,No,1,5,5,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,,0,,0,,0,,0,1,1,0,0,14,14,5,5,9,9,7,7,9,9,5,5,6,6,4,4,14,14,0,0,10,10,0,0,,0,,0,,0,,0,,0,,0,,0,,0,84,84,5,3,6,0,6,2,2,2,0,2,EMIS,31.60868,69.78108,31.6084545850753,69.7814440727233
4560,GBMIDS SORE LAKAI BAIK,SHERANI,SHERANI,SHERANI,AHMDI DERGA,01,011,SORE LAKAI BAIK,257,1,04493,GBHS MADRASSA KHankai,,0,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,,,No,Yes,Educaton Department,Pakka,,Yes,1,,No,Yes,Pakka,Need Repair,No,,No,,,,No,,,No,,Yes,,No,,,No,,,No,,,No,No,,,,,,,,,,,,No,,,,,,,Yes,,,,,,No,,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,,0,,12,,0,,19,,0,,19,,0,,13,,0,,15,,0,,16,,0,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,108,7,4,9,0,9,,,2,0,2,EMIS,31.47554,69.84611,31.4760226998786,69.8461315633886
4574,GBPS KANO KAI,ZHOB,KAKAR KHURASAN,KASHATU,ASHAWAT,KASHATU NO 2,462050101,KANO KAI,264,19,04567,GBHSS QAMAR DIN KARAIZ,,03362756576,,,Rural,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Donated,Pakka,Dangerous Condition,Yes,1,No,No,No,,,Yes,No,No,,000|km,No,No,,No,Yes,Nothing,No,300|m,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",No,No,No,No,No,Yes,,No,No,,,No,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,14,14,0,0,14,14,0,0,7,7,0,0,2,2,0,0,4,4,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,52,52,2,2,2,0,2,,,0,0,0,EMIS,31.61288,68.02312,31.6130660036376,68.0232246241537
4587,GGPS GUNJ MUHALLAH ,ZHOB,ZHOB,zhob,GUNJ MUHALLAH,babu muhala,2,GUNJ MUHALLAH ,264,18,09250,GGHS ZHOB MALASIA LINE,,03023400900,,,Urban,Summar,Single Shift,Girls,Primary,Functional,,No,,No,Yes,Educaton Department,Pakka,Satisfactory ,Yes,24,Yes,Yes,Yes,Pakka,Complete,Yes,Yes,Yes,QESCO,0|km,No,No,Gas Cylendar,Yes,Yes,Well,Yes,0|m,,,,,,,,,,,,Students,Yes,Yes,Yes,Daily,Yes,"Nazla, Zukam, Bukhar",No,No,Yes,No,Yes,Yes,Sports,No,No,,,Yes,Yes,,Yes,Yes,Yes,,4,0,11,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,,0,,5,,0,,48,,0,,47,,0,,36,,0,,18,,0,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,167,11,11,0,8,8,,,0,0,0,EMIS,31.03378,69.44392,31.33958351,69.44666697
4590,GGMIDS WAHD SHAIKHAN,ZHOB,ZHOB,zhob,ISLAMYAR ZHOB,babo mohalla,02, WAHD SHAIKHAN,257,2,09250,GGHS ZHOB MALASIA LINE,,0822412125,,,Urban,Summar,Single Shift,Girls,Middle,Functional,,No,,No,Yes,Donated,Pakka,Need Repair,Yes,14,Yes,Yes,Yes,Pakka,Need Repair,No,Yes,Yes,,0|km,No,No,,Yes,Yes,Naher,Yes,0|km,No,,,No,,,No,,,No,No,Students,Yes,Yes,Yes,Daily,Yes,Ghazayat Ki Kami,No,No,No,Yes,Yes,Yes,,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,1,0,14,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,184,181,0,0,87,120,0,0,86,91,0,0,90,97,0,0,84,83,0,0,42,42,0,0,80,76,0,0,26,28,0,0,43,44,,0,,0,,0,,0,,0,,0,,0,,0,722,762,14,14,0,17,17,,,0,0,0,EMIS,31.34316,69.46383,31.34322782,69.46362073
4656,GBPS RAILWAY COLONY,ZHOB,ZHOB,ZHOB,BABU MUHALLAH,BABU MUHALLAH ,00,RAILWAY COLONY,257,2,04604,GBHS ZHOB MALAISHIA LINE,,03023410813,,,Urban,Winter,Single Shift,Boys,Primary,Functional,,No,,No,Yes,Educaton Department,Mix,Need Repair,Yes,12,Yes,Yes,Yes,Pakka,Need Repair,No,Yes,Yes,,0|km,No,No,,Yes,Yes,Naher,Yes,0|km,,,,,,,,,,,,PTSMC,Yes,Yes,Yes,Daily,Yes,Malaria,No,No,Yes,Yes,Yes,Yes,Sports,No,No,,,Yes,No,,Yes,Yes,Yes,,16,2,11,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,106,100,0,0,91,87,0,0,48,47,0,0,47,41,0,0,78,63,0,0,48,45,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,418,383,12,10,10,0,10,,,0,0,0,EMIS,31.34917,69.43042,31.348815,69.4304366666666
4735,GBMIDS HAJI MUHAMMAD ALI [NEW ABADI ],ZHOB,ZHOB,ZHOB,APPOZAI,SAQI APPOZAI,01,KILLI APPOZAI NEW ABADI,257,2,04608,GBHS KILLI APPOZAI,,03108173852,,,Rural,Winter,Single Shift,Boys,Middle,Functional,,Yes,kuch bhi nahi,No,Yes,Educaton Department,Pakka,Need Repair,Yes,8,Yes,Yes,Yes,Pakka,In-Complete,Yes,Yes,Yes,QESCO,0|km,No,No,,Yes,Yes,Tubewell,Yes,0|km,,,,,,,,,,,,Students,No,No,No,Weekly,No,"Nazla, Zukam, Bukhar",Yes,Yes,Yes,No,No,Yes,,No,No,,,Yes,Yes,,Yes,Yes,No,,3,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,43,46,19,16,42,46,14,13,30,34,9,7,36,44,18,15,40,46,14,10,32,26,4,6,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,301,312,8,4,5,0,5,,,0,0,0,EMIS,31.35612,69.42741,31.3566859565683,69.427450941268
